category,indicator,indicator_friendly,type_data,latitude,longitude,region_id,country_id,name,year,value
Health,children_with_diarrhea_1_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 1 Shelter deprivation,p,20,77,689,IN,India,1998,21.3
Resilience,loss_of_lives_in_floods,Average annual loss of lives in floods,n,20,77,689,IN,India,1980,1313.24
Population,has_telephone,Access to telephone,p,20,77,689,IN,India,1998,20.1
Population,has_telephone,Access to telephone,p,20,77,689,IN,India,2006,26.7
Streets,land_allocated_to_street_index_sub_urban_area,Land Allocated to Street Index – suburban area,index,30.719997,76.780006,689,IN,Chandigarh,2013,0.264
Streets,land_allocated_to_street_index_sub_urban_area,Land Allocated to Street Index – suburban area,index,22.494969,88.324676,689,IN,Kolkata,2013,0.275
Slum dwellers,improved_flush_toilet,Access to improved flush toilet,p,20,77,689,IN,India,1992,60.1
Slum dwellers,improved_flush_toilet,Access to improved flush toilet,p,20,77,689,IN,India,1998,63.9
Slum dwellers,improved_flush_toilet,Access to improved flush toilet,p,20,77,689,IN,India,2006,74.3
Education,net_enrolment_rate_non_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Non slum,p,20,77,689,IN,India,1998,96.6
Slum dwellers,literacy_rate_women_slum,Literacy rate by shelter deprivation (Women) – Slum,p,20,77,689,IN,India,1999,45.6
Resilience,loss_of_lives_by_earthquake_per_million_population,Number of loss of lives by earthquake per million population,n,20,77,689,IN,India,1980,0.73
Slum dwellers,pump_borehole,Access to pump/borehole,p,20,77,689,IN,India,1992,18.1
Slum dwellers,pump_borehole,Access to pump/borehole,p,20,77,689,IN,India,1998,18.1
Slum dwellers,pump_borehole,Access to pump/borehole,p,20,77,689,IN,India,2006,21.3
Streets,intersection_density_index_sub_urban_area,Intersection density index – Sub urban area,index,30.719997,76.780006,689,IN,Chandigarh,2013,0.265
Streets,intersection_density_index_sub_urban_area,Intersection density index – Sub urban area,index,22.494969,88.324676,689,IN,Kolkata,2013,0.648
Slum dwellers,literacy_rate_women_rural,Literacy rate by shelter deprivation (Women) – Rural,p,20,77,689,IN,India,1999,27.6
Transport,owner_motorcycle_total,Ownership of motorcycle – total,p,20,77,689,IN,India,1992,8.1
Transport,owner_motorcycle_total,Ownership of motorcycle – total,p,20,77,689,IN,India,2005,17.2
Transport,owner_motorcycle_total,Ownership of motorcycle – total,p,20,77,689,IN,India,1998,11.2
Slum dwellers,literacy_rate_women_non_slum,Literacy rate by shelter deprivation – Non slum,p,20,77,689,IN,India,1999,73
Population,population,Total population,1000,20,77,689,IN,India,2050,1658270
Population,population,Total population,1000,20,77,689,IN,India,1950,371857
Population,population,Total population,1000,20,77,689,IN,India,1955,405529
Population,population,Total population,1000,20,77,689,IN,India,1960,445981
Population,population,Total population,1000,20,77,689,IN,India,1965,493868
Population,population,Total population,1000,20,77,689,IN,India,1970,549312
Population,population,Total population,1000,20,77,689,IN,India,1975,613767
Population,population,Total population,1000,20,77,689,IN,India,1980,688575
Population,population,Total population,1000,20,77,689,IN,India,1985,771121
Population,population,Total population,1000,20,77,689,IN,India,1990,860195
Population,population,Total population,1000,20,77,689,IN,India,1995,954282
Population,population,Total population,1000,20,77,689,IN,India,2000,1046235
Population,population,Total population,1000,20,77,689,IN,India,2005,1134403
Population,population,Total population,1000,20,77,689,IN,India,2007,1169016
Population,population,Total population,1000,20,77,689,IN,India,2010,1220182
Population,population,Total population,1000,20,77,689,IN,India,2015,1302535
Population,population,Total population,1000,20,77,689,IN,India,2020,1379198
Population,population,Total population,1000,20,77,689,IN,India,2025,1447499
Population,population,Total population,1000,20,77,689,IN,India,2030,1505748
Population,population,Total population,1000,20,77,689,IN,India,2035,1554182
Population,population,Total population,1000,20,77,689,IN,India,2040,1596719
Population,population,Total population,1000,20,77,689,IN,India,2045,1631920
Transport,owner_bicycle_urban_area,Ownership of bicycle – urban area,p,20,77,689,IN,India,1992,47.5
Transport,owner_bicycle_urban_area,Ownership of bicycle – urban area,p,20,77,689,IN,India,2005,50.1
Transport,owner_bicycle_urban_area,Ownership of bicycle – urban area,p,20,77,689,IN,India,1998,53.4
Land area,urban_agglomeration_land_area,Urban agglomeration land area (km²),n,25.179999,75.834999,689,IN,Kota,2013,1204
Land area,urban_agglomeration_land_area,Urban agglomeration land area (km²),n,19.01699,72.856989,689,IN,Mumbai,2013,546
Land area,urban_agglomeration_land_area,Urban agglomeration land area (km²),n,30.719997,76.780006,689,IN,Chandigarh,2013,202
Slum dwellers,distribution_of_solid_cooking_fuel_non_slum,Percent distribution of solid cooking fuel – Non slum,p,20,77,689,IN,India,2006,13
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,1985,2
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,1955,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,2020,6
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,1990,2
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,1960,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,2025,5
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,1995,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,1965,1
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,2000,3
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,1970,2
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,2005,4
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,1975,2
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,2010,5
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,1980,3
Population,number_of_cities_5_10_million,Number of cities by country – 5 to 10 million inhabitants,n,20,77,689,IN,India,2015,5
Streets,street_density_total,Street density (km/km²) – total,n,19.01699,72.856989,689,IN,Mumbai,2013,13.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,19.01699,72.856989,689,IN,Mumbai,1990,96.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,19.01699,72.856989,689,IN,Mumbai,1993,97.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,19.01699,72.856989,689,IN,Mumbai,1998,99.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,19.01699,72.856989,689,IN,Mumbai,2000,99.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,19.01699,72.856989,689,IN,Mumbai,2003,99.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,19.01699,72.856989,689,IN,Mumbai,2006,87.9
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,20.709988,77.010017,689,IN,Akola,1990,88
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,20.709988,77.010017,689,IN,Akola,1993,89.9
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,20.709988,77.010017,689,IN,Akola,1998,93.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,20.709988,77.010017,689,IN,Akola,2000,94.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,20.709988,77.010017,689,IN,Akola,2003,96.3
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,20.709988,77.010017,689,IN,Akola,2006,57.6
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,22.494969,88.324676,689,IN,Kolkata,2006,96.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,28.669993,77.230004,689,IN,Delhi,1990,99.6
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,28.669993,77.230004,689,IN,Delhi,1993,99.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,28.669993,77.230004,689,IN,Delhi,1998,99.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,28.669993,77.230004,689,IN,Delhi,2000,99.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,28.669993,77.230004,689,IN,Delhi,2003,99
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,28.669993,77.230004,689,IN,Delhi,2006,95.9
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,17.399983,78.479954,689,IN,Hyderabad,1990,97.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,17.399983,78.479954,689,IN,Hyderabad,1993,98.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,17.399983,78.479954,689,IN,Hyderabad,1998,98.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,17.399983,78.479954,689,IN,Hyderabad,2000,98.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,17.399983,78.479954,689,IN,Hyderabad,2003,98.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,17.399983,78.479954,689,IN,Hyderabad,2006,62.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,18.530018,73.850004,689,IN,Pune,1990,99.8
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,18.530018,73.850004,689,IN,Pune,1993,99.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,18.530018,73.850004,689,IN,Pune,1998,98.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,18.530018,73.850004,689,IN,Pune,2000,98
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,18.530018,73.850004,689,IN,Pune,2003,97.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,18.530018,73.850004,689,IN,Pune,2006,64.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.921133,75.809987,689,IN,Jaipur,1990,99.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.921133,75.809987,689,IN,Jaipur,1993,99.6
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.921133,75.809987,689,IN,Jaipur,1998,99.6
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.921133,75.809987,689,IN,Jaipur,2000,99.6
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.921133,75.809987,689,IN,Jaipur,2003,99.6
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.921133,75.809987,689,IN,Jaipur,2006,97.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.291766,73.016773,689,IN,Jodhpur,1990,99.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.291766,73.016773,689,IN,Jodhpur,1993,99
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.291766,73.016773,689,IN,Jodhpur,1998,98.6
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.291766,73.016773,689,IN,Jodhpur,2000,98.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.291766,73.016773,689,IN,Jodhpur,2003,98.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,26.291766,73.016773,689,IN,Jodhpur,2006,88.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,31.639992,74.869993,689,IN,Amritsar,2006,87.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,29.680448,76.969968,689,IN,Karnal,2003,99.8
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,34.099972,74.815009,689,IN,Srinagar,1990,96.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,34.099972,74.815009,689,IN,Srinagar,1993,97
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,34.099972,74.815009,689,IN,Srinagar,1998,98.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,34.099972,74.815009,689,IN,Srinagar,2000,98.5
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,34.099972,74.815009,689,IN,Srinagar,2003,99.2
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,34.099972,74.815009,689,IN,Srinagar,2006,85.3
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,10.99996,76.950021,689,IN,Coimbatore,1990,90.4
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,10.99996,76.950021,689,IN,Coimbatore,1993,92.9
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,10.99996,76.950021,689,IN,Coimbatore,1998,97
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,10.99996,76.950021,689,IN,Coimbatore,2000,98.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,10.99996,76.950021,689,IN,Coimbatore,2003,98.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,10.99996,76.950021,689,IN,Coimbatore,2006,95.9
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,11.934994,79.83,689,IN,Pondicherry,2006,65.3
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,29.169988,75.725031,689,IN,Hisar,1990,91.1
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,29.169988,75.725031,689,IN,Hisar,1993,94.3
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,29.169988,75.725031,689,IN,Hisar,1998,99.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,29.169988,75.725031,689,IN,Hisar,2000,99.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,29.169988,75.725031,689,IN,Hisar,2003,99.7
Slum dwellers,durable_housing_urban_population_cities,Proportion of urban population with durable housing – Cities,p,29.169988,75.725031,689,IN,Hisar,2006,80.3
City prosperity,cpi_quality_of_live_index,Quality of life index,p,19.01699,72.856989,689,IN,Mumbai,2012,0.739
City prosperity,cpi_quality_of_live_index,Quality of life index,p,28.600023,77.19998,689,IN,New Delhi,2012,0.69
Slum dwellers,expenditure_gini_coefficient_cities,Expenditure Gini Coefficient – Cities,r,26.750394,83.380016,689,IN,Gorakhpur,1997,0.37
Slum dwellers,expenditure_gini_coefficient_cities,Expenditure Gini Coefficient – Cities,r,24.799971,85.000021,689,IN,Gaya,1997,0.42
Slum dwellers,expenditure_gini_coefficient_cities,Expenditure Gini Coefficient – Cities,r,26.750394,82.170013,689,IN,Faizabad,1997,0.36
Slum dwellers,expenditure_gini_coefficient_cities,Expenditure Gini Coefficient – Cities,r,27.620419,81.66994,689,IN,Bahraich,1997,0.35
Slum dwellers,expenditure_gini_coefficient_cities,Expenditure Gini Coefficient – Cities,r,25.145376,82.569988,689,IN,Mirzapur,1997,0.46
Slum dwellers,expenditure_gini_coefficient_cities,Expenditure Gini Coefficient – Cities,r,25.229996,86.980003,689,IN,Bhagalpur,1997,0.37
Slum dwellers,expenditure_gini_coefficient_cities,Expenditure Gini Coefficient – Cities,r,25.454995,81.840007,689,IN,Allahabad,1997,0.37
Slum dwellers,expenditure_gini_coefficient_cities,Expenditure Gini Coefficient – Cities,r,26.120433,85.379946,689,IN,Muzaffarpur,1997,0.38
Transport,owner_bicycle_total,Ownership of bicycle – total,p,20,77,689,IN,India,1992,41.8
Transport,owner_bicycle_total,Ownership of bicycle – total,p,20,77,689,IN,India,2005,51.1
Transport,owner_bicycle_total,Ownership of bicycle – total,p,20,77,689,IN,India,1998,47.8
Streets,composite_street_connectivity_index_city_core,Composite Street Connectivity Index – city core,index,30.719997,76.780006,689,IN,Chandigarh,2013,0.526
Streets,composite_street_connectivity_index_city_core,Composite Street Connectivity Index – city core,index,22.494969,88.324676,689,IN,Kolkata,2013,0.714
Streets,composite_street_connectivity_index_city_core,Composite Street Connectivity Index – city core,index,19.01699,72.856989,689,IN,Mumbai,2013,0.478
Slum dwellers,connection_to_electricity,Connection to electricity,p,20,77,689,IN,India,1992,82.8
Slum dwellers,connection_to_electricity,Connection to electricity,p,20,77,689,IN,India,1998,91.3
Slum dwellers,connection_to_electricity,Connection to electricity,p,20,77,689,IN,India,2006,93.1
City prosperity,cpi_environment_index,Environmental Sustainability index,p,19.01699,72.856989,689,IN,Mumbai,2012,0.632
City prosperity,cpi_environment_index,Environmental Sustainability index,p,28.600023,77.19998,689,IN,New Delhi,2012,0.448
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1985,10
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1955,5
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,2020,52
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1990,19
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1960,6
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,2025,56
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1995,20
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1965,7
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,2000,26
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1970,7
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,2005,33
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1975,8
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,2010,40
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1980,7
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,1950,5
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,20,77,689,IN,India,2015,46
Resilience,number_of_droughts,Average annual number of events in droughts,n,20,77,689,IN,India,1980,0.38
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,20,77,689,IN,India,1990,54.9
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,20,77,689,IN,India,1995,48.2
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,20,77,689,IN,India,2000,41.5
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,20,77,689,IN,India,2005,34.8
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,20,77,689,IN,India,2007,32.1
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,20,77,689,IN,India,2009,29.4
Education,net_enrolment_rate_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Slum,p,20,77,689,IN,India,1998,86.8
Education,net_enrolment_rate_3_shelter_deprivation,Net enrolment rate in primary education in urban and rural areas (Male) – 3 Shelter deprivation,p,20,77,689,IN,India,1998,79.2
Streets,intersection_density_total,Intersection density (km²) – total,n,19.01699,72.856989,689,IN,Mumbai,2013,74
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.310019,73.180019,689,IN,Vadodara,2000,2.02
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.310019,73.180019,689,IN,Vadodara,2010,2.36
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.310019,70.800009,689,IN,Rajkot,2000,3.34
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.310019,70.800009,689,IN,Rajkot,2010,3.13
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.494969,88.324676,689,IN,Kolkata,2000,0.9
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.494969,88.324676,689,IN,Kolkata,2010,1.53
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,19.01699,72.856989,689,IN,Mumbai,2000,1.71
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,19.01699,72.856989,689,IN,Mumbai,2010,1.97
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.855039,80.914999,689,IN,Lucknow,2000,2.51
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.855039,80.914999,689,IN,Lucknow,2010,2.61
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,17.730015,83.304982,689,IN,Vishakhapatnam,2000,2.61
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,17.730015,83.304982,689,IN,Vishakhapatnam,2010,2.75
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,30.927762,75.872257,689,IN,Ludhiana,2000,1.55
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,30.927762,75.872257,689,IN,Ludhiana,2010,2.07
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,25.179999,75.834999,689,IN,Kota,2000,3.46
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,25.179999,75.834999,689,IN,Kota,2010,3.3
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.291766,73.016773,689,IN,Jodhpur,2000,2.82
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.291766,73.016773,689,IN,Jodhpur,2010,2.9
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,11.250436,75.76999,689,IN,Kozhikode,2000,0.94
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,11.250436,75.76999,689,IN,Kozhikode,2010,1.82
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20.270428,85.82736,689,IN,Bhubaneshwar,2000,3.05
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20.270428,85.82736,689,IN,Bhubaneshwar,2010,2.98
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,28.345387,79.42,689,IN,Bareilly,2000,2.86
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,28.345387,79.42,689,IN,Bareilly,2010,2.97
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.370006,85.330026,689,IN,Ranchi,2000,2.72
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.370006,85.330026,689,IN,Ranchi,2010,2.8
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,21.234995,81.635006,689,IN,Raipur,2000,4.69
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,21.234995,81.635006,689,IN,Raipur,2010,3.99
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.175057,79.955057,689,IN,Jabalpur,2000,1.33
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.175057,79.955057,689,IN,Jabalpur,2010,1.98
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.715059,75.865023,689,IN,Indore,2000,2.87
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.715059,75.865023,689,IN,Indore,2010,2.82
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.459999,80.319996,689,IN,Kanpur,2000,0.95
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.459999,80.319996,689,IN,Kanpur,2010,1.66
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,18.009998,79.57999,689,IN,Warangal,2000,2.7
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,18.009998,79.57999,689,IN,Warangal,2010,2.88
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,24.770412,84.380007,689,IN,Aurangabad,2000,2.96
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,24.770412,84.380007,689,IN,Aurangabad,2010,2.92
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,17.670406,75.900008,689,IN,Sholapur,2000,1.03
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,17.670406,75.900008,689,IN,Sholapur,2010,1.77
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,28.669993,77.230004,689,IN,Delhi,2000,3.32
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,28.669993,77.230004,689,IN,Delhi,2010,2.89
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,17.399983,78.479954,689,IN,Hyderabad,2000,3.3
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,17.399983,78.479954,689,IN,Hyderabad,2010,3.05
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,18.530018,73.850004,689,IN,Pune,2000,3.04
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,18.530018,73.850004,689,IN,Pune,2010,2.85
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,21.16996,79.089994,689,IN,Nagpur,2000,1.68
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,21.16996,79.089994,689,IN,Nagpur,2010,2.13
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.787535,86.197519,689,IN,Jamshedpur,2000,2
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,22.787535,86.197519,689,IN,Jamshedpur,2010,2.36
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,11.080421,77.329998,689,IN,Tiruppur,2000,5.73
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,11.080421,77.329998,689,IN,Tiruppur,2010,4.58
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.921133,75.809987,689,IN,Jaipur,2000,2.89
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.921133,75.809987,689,IN,Jaipur,2010,2.79
